Bigramas;Ocorrências;Tweets_Presente
('quarentena', 'https://t.co/3PyCNDsnkX');1;1
('vírus', 'sai');1;1
('sai', 'pf');1;1
('pf', 'n');1;1
('ficar', 'lafaiete');1;1
('mortos', '700');1;1
('700', 'ser');1;1
('estar', 'nessa');3;3
('quarentena', 'https://t.co/DWo3WxKsWB');3;3
('maior', 'erro');1;1
('erro', 'acreditar');1;1
('acreditar', 'iria');1;1
('iria', 'pra');1;1
('pessoa', 'julho');1;1
('julho', 'poxa');1;1
('corona', 'disse');1;1
('odeio', 'hj');1;1
('hj', '😔');1;1
('gnt', 'assunto');1;1
('assunto', 'importante');1;1
('importante', 'aqui');1;1
('aqui', 'gregorio');1;1
('gregorio', 'porta');1;1
('fundos', 'fez');1;1
('vídeo', 'mtt');1;1
('mtt', 'importante');1;1
('importante', 'respeito');1;1
('respeito', 'condições');1;1
('condições', 'qu');1;1
('estudo', 'demostrando');1;1
('demostrando', 'podemos');1;1
('podemos', 'ignorar');1;1
('ignorar', 'ciência');1;1
('ciência', 'colocar');1;1
('colocar', 'vida');1;1
('risco', 'artigo');1;1
('artigo', 'corrobora');1;1
('corrobora', 'c');1;1
('fotinha', 'mostrar');1;1
('mostrar', 'sendo');1;1
('...', '#esposa');1;1
('#esposa', '#hotwife');1;1
('#hotwife', '#safada');1;1
('#safada', '#bundao');1;1
('#bundao', 'https://t.co/cr5LRmhPFN');1;1
('desgraça', 'doença');1;1
('doença', 'desgraça');1;1
('porra', 'brincadeira');1;1
('brincadeira', 'fiquem');1;1
('porraaa', 'https://t.co/xE7BHKzrkF');1;1
('brasileiro', 'memória');1;1
('memória', 'tão');1;1
('tão', 'curta');1;1
('curta', 'esqueceu');1;1
('casa', 'olho');1;1
('olho', 'janela');1;1
('janela', 'vejo');1;1
('vejo', 'vid');1;1
('clash', 'quarentena');1;1
('quarentena', 'copado');1;1
('copado', 'sempre');1;1
('sempre', 'agradecimentos');1;1
('agradecimentos', 'dividindo');1;1
('dividindo', 'melhor');1;1
('melhor', 'botlane');1;1
('botlane', 'cenario');1;1
('cenario', 'brasilei');1;1
('saudade', 'magrelo');1;1
('magrelo', 'https://t.co/gEgHaZUeZL');1;1
('dia', '7');1;1
('7', 'subcoordenador');1;1
('subcoordenador', 'unidades');1;1
('unidades', 'prisionais');1;1
('prisionais', 'gericinó');1;1
('gericinó', 'josé');1;1
('josé', 'oliveira');1;1
('oliveira', 'almeida');1;1
('almeida', 'junior');1;1
('junior', 'reportou');1;1
('reportou', 'gabine');1;1
('futuro-ex-ministro', 'simplesmente');5;5
('simplesmente', 'consegue');5;5
('consegue', 'parar');5;5
('parar', 'segue');5;5
('segue', 'contrariando');5;5
('contrariando', 'experiência');5;5
('experiência', 'internacional');5;5
('internacional', 'fazendo');5;5
('fazendo', 'ila');5;5
('reflexão', 'encontrasse');1;1
('encontrasse', '1/4');1;1
('1/4', 'bilhão');1;1
('reais', 'conta');1;1
('conta', 'michelle');1;1
('bolsonaro', 'aconteceria');1;1
('aconteceria', 'presidente');1;1
('presidente', 'ma');1;1
('brasil', 'suporta');2;2
('suporta', 'canalhas');2;2
('canalhas', 'portanto');2;2
('portanto', 'podes');2;2
('podes', 'ajudar');2;2
('ajudar', 'fiques');2;2
('fiques', 'casa');2;2
('casa', 'calado');2;2
('pra', 'arranjar');1;1
('arranjar', 'dinheiro');1;1
('dinheiro', 'p');1;1
('p', 'ruma');1;1
('ruma', 'tatuagem');1;1
('tatuagem', 'q');1;1
('q', 'rolar');1;1
('rolar', 'rock');1;1
('rock', 'doido');1;1
('após', 'entrevista');2;2
('entrevista', 'manteve');2;2
('manteve', 'quarentena');2;2
('quarentena', 'https://t.co/ZDxizch99T');2;2
('forçou', '...');1;1
('...', '🥵');1;1
('🥵', 'https://t.co/NHpRAGr5M4');1;1
('amada', 'tomou');4;4
('hoje', '#unidoscombolsonaro');4;4
('🇷', 'https://t.co/h4wyfB3tE8');4;4
('passando', 'raiva');1;1
('raiva', 'c');1;1
('c', 'povo');1;1
('povo', 'irresponsável');1;1
('irresponsável', 'postando');1;1
('storie', 'c');1;1
('c', 'amigo');1;1
('amigo', 'deus');1;1
('acabar', 'nunc');1;1
('jeito', 'nenhum');1;1
('nenhum', 'https://t.co/0MUya76hAB');1;1
('combate', '🦠');1;1
('🦠', 'acordo');1;1
('acordo', 'ministro');1;1
('ministro', 'ordem');1;1
('ordem', 'serviço');1;1
('serviço', 'assinada');1;1
('assinada', 'neste');1;1
('neste', 'domingo');1;1
('domingo', 'amazonas');1;1
('amazonas', 'estados');1;1
('estados', 'maior');1;1
('maior', 'incidê');1;1
('uol', 'vcs');1;1
('gostam', 'causar');1;1
('causar', 'pânico');1;1
('pânico', 'noticiando');1;1
('noticiando', 'fatos');1;1
('fatos', 'pq');1;1
('falam', 'cloroquina');1;1
('cloroquina', 'hein');1;1
('hein', 'uol');1;1
('uol', 'ch');1;1
('entender', 'cloroquina');1;1
('cloroquina', 'aplicada');1;1
('aplicada', 'todos');1;1
('todos', 'medico');1;1
('medico', 'vai');1;1
('vai', 'atestar');1;1
('atestar', 'pode');1;1
('pode', 'receber');1;1
('receber', 'caramba');1;1
('...', 'https://t.co/BDruEfHiP5');1;1
('quarentena', 'https://t.co/Vm8M2hyiMt');1;1
('cagalhães', 'lambe');1;1
('botas', 'ditadoriana');1;1
('ditadoriana', 'quarentena');1;1
('quarentena', 'escondida');1;1
('escondida', 'buraco');1;1
('confira', 'artigo');1;1
('artigo', 'recente');1;1
('recente', 'porque');1;1
('porque', 'coronavírus');1;1
('19', 'atrapalha');1;1
('atrapalha', 'trabalho');1;1
('trabalho', 'tradutor');1;1
('tradutor', 'intérprete');1;1
('intérprete', 'libras');1;1
('suposto', 'ter');1;1
('ter', 'psicológico');1;1
('república', 'idiotas');2;2
('idiotas', 'pode');2;2
('pode', 'cumprir');2;2
('ter', 'rapazes');1;1
('rapazes', 'quarentena');1;1
('causa', 'desta');1;1
('vou', 'poder');3;3
('poder', 'tirar');1;1
('tirar', 'aparelho');1;1
('divulgando', 'mentira');1;1
('mentira', 'viruschines');1;1
('ficar', 'agarrada');1;1
('agarrada', 'ate');1;1
('quarentena', 'pena');1;1
('pena', 'ne');1;1
('ne', 'realidade');1;1
('realidade', 'outra');1;1
('outra', '😩');1;1
('pessoas', 'tá');1;1
('tá', 'discutindo');1;1
('discutindo', 'whatsapp');1;1
('whatsapp', 'pode');1;1
('pode', 'colocar');1;1
('aooo', 'carai');5;5
('carai', 'eh');5;5
('eh', 'hj');5;5
('hj', 'q');5;5
('q', 'tomo');5;5
('tomo', 'hipioca');5;5
('hipioca', 'cloroquina');5;5
('chegou', '1.124');7;7
('19', 'amapá');7;7
('amapá', 'c');7;7
('c', '193');7;7
('casos', 'subiu');7;7
('subiu', 'p');7;7
('p', '5');7;7
('5', 'óbitos');8;8
('quarentena', 'https://t.co/pRqDhtgNAa');1;1
('médico', 'deve');1;1
('deve', 'proteger');1;1
('proteger', 'frente');1;1
('frente', 'coronavírus');1;1
('coronavírus', 'https://t.co/aC151dIsBJ');1;1
('porque', 'gustavo');1;1
('lima', 'bolsonarista');1;1
('bolsonarista', 'militante');1;1
('militante', 'cloroquina');1;1
('cloroquina', 'fazendo');1;1
('live', 'pq');1;1
('pq', 'faz');1;1
('faz', 'show');2;2
('covid', 'gri');1;1
('qdo', 'acabar');2;2
('vai', 'expulsar');1;1
('expulsar', 'casa');1;1
('#unidoscombolsonaro', 'https://t.co/PBDJLWIWiP');1;1
('tudo', 'direita');1;1
('direita', 'queria');1;1
('queria', 'avanço');1;1
('avanço', 'avassalador');1;1
('avassalador', 'peste');1;1
('peste', 'controles');1;1
('controles', 'isolamentos');1;1
('isolamentos', 'cumprido');1;1
('cumprido', 'ago');1;1
('nenhuma', 'logo');2;2
('logo', 'povo');2;2
('vai', 'acordar');2;2
('acordar', 'coronavirus');2;2
('coronavirus', 'segura');2;2
('segura', 'segurou');2;2
('segurou', 'processo');2;2
('processo', 'flávio');2;2
('fazendo', 'achar');1;1
('achar', 'gente');1;1
('gente', 'atura');1;1
('atura', 'ficar');1;1
('ficar', 'atrás');1;1
('atrás', 'caga');1;1
('caga', 'pra');1;1
('pra', 'existência');1;1
('quero', 'dormiiirrr');26;26
('dormiiirrr', 'querooo');26;26
('querooo', 'pra');26;26
('pra', 'miiimmm');26;26
('miiimmm', 'segura');26;26
('segura', 'vo');27;27
('vo', 'fura');26;26
('#vaipassarnomultishow', 'web');1;1
('web', 'série');1;1
('série', 'gravada');1;1
('gravada', 'forma');1;1
('forma', 'caseira');1;1
('caseira', 'atores');1;1
('atores', 'confinados');1;1
('confinados', 'casas');1;1
('casas', ':)');1;1
(':)', 'hoje');1;1
('hoje', 'bbb');1;1
('bbb', 'https://t…');1;1
('carente', '...');1;1
('baile', '12hrs');1;1
('12hrs', '😩');1;1
('😩', '🥴');1;1
('🥴', '🇨');1;1
('🇨', '🇴');1;1
('entrevista', 'concedida');3;3
('concedida', 'agora');3;3
('agora', 'pouco');3;3
('pouco', 'bandnews');3;3
('bandnews', 'além');3;3
('além', 'falar');3;3
('medidas', 'enfrentamento');3;3
('19', 'reiterei');3;3
('reiterei', 'mi');3;3
('sempre', 'un');1;1
('un', 'pracer');1;1
('pracer', 'conversar');1;1
('conversar', 'con');1;1
('con', 'luís');1;1
('luís', 'suárez');1;1
('suárez', 'contounos');1;1
('contounos', 'atopa');1;1
('atopa', 'ben');1;1
('ben', 'confinamento');1;1
('confinamento', 'en');1;1
('en', 'milán');1;1
('milán', '🇮');1;1
('🇮', '🇹');1;1
('🇹', '👉');1;1
('sofia', 'lourenço');1;1
('lourenço', 'duas');1;1
('duas', 'entidades');1;1
('entidades', 'twitter');1;1
('twitter', 'ficam');1;1
('ficam', 'cada');1;1
('vez', 'poderosas');1;1
('poderosas', 'coma');1;1
('coma', 'quarentena');1;1
('quarentena', 'logo');1;1
('logo', 'servidores');1;1
('pfv', 'dá');1;1
('dá', 'cima');1;1
('cima', 'mim');1;1
('mim', 'chama');1;1
('chama', 'pra');4;4
('tomar', 'caldo');1;1
('caldo', 'cana');1;1
('cana', 'quarentena');1;1
('quarentena', 'fala');1;1
('fala', 'quer');1;1
('ver', 'faz');1;1
('faz', 'alguma');1;1
('live', 'melhor');1;1
('melhor', 'nessa');1;1
('quarentena', 'mudo');1;1
('líder', 'movimento');1;1
('movimento', 'estudantil');1;1
('estudantil', 'puc-rio');1;1
('puc-rio', 'esposa');1;1
('esposa', 'época');1;1
('época', 'namorada');1;1
('namorada', 'presa');1;1
('presa', 'torturada');1;1
('torturada', 'coronel');1;1
('coronel', 'brilhante');1;1
('dediquei', '200');1;1
('200', 'horas');1;1
('horas', 'produção');1;1
('produção', 'roteiro');1;1
('roteiro', 'constrói');1;1
('constrói', 'linha');1;1
('linha', 'tempo');1;1
('tempo', 'sobre');1;1
('sobre', 'surto');1;1
('19', 'r');1;1
('jeito', 'morro');1;1
('morro', 'corona');1;1
('proteja', 'toda');1;1
('toda', 'nação');1;1
('nação', '#butecoemcasa');1;1
('#butecoemcasa', 'https://t.co/JnbU27u6S2');1;1
('acha', 'cmg');1;1
('cmg', 'tanto');13;13
('tanto', 'psicólogico');13;13
('psicólogico', 'quanto');13;13
('quanto', 'emocional');13;13
('emocional', 'merda');13;13
('continuar', 'nesse');1;1
('nesse', 'ritmo');1;1
('ritmo', 'cara');1;1
('cara', 'aguenta');1;1
('aguenta', 'dois');1;1
('quarentena', '👇');1;1
('👇', '👏');2;1
('👏', '👇');1;1
('👏', 'https://t.co/KsnHitJBmY');1;1
('6399184', '9');1;1
('9', 'dia');2;2
('quarentena', 'https://t.co/qoGUCj1uWn');1;1
('viu', 'aqui');2;2
('aqui', 'tal');2;2
('tal', 'chinês');2;2
('chinês', 'encontrou');2;2
('encontrou', 'merendinha');2;2
('merendinha', 'https://t.co/vhESoC2sq3');2;2
('mal', 'nguém');1;1
('nguém', 'colocado');1;1
('colocado', 'exercito');1;1
('exercito', 'pra');1;1
('pra', 'produzir');1;1
('produzir', 'cloroquina');1;1
('cloroquina', 'fez');1;1
('fez', 'acerto');1;1
('acerto', 'índia');1;1
('índia', 'liberou');1;1
('liberou', 'auxilio');1;1
('auxilio', 'r');1;1
('virus', 'pode');1;1
('to', 'morta');1;1
('morta', 'desde');1;1
('desde', 'one');1;1
('direction', 'separou');1;1
('arrumar', 'emprego');1;1
('emprego', 'curso');1;1
('curso', 'qualquer');1;1
('passar', 'máximo');1;1
('máximo', 'temp');1;1
('infelizmente', 'pra');2;2
('vc', 'ver');2;2
('ver', 'amiguinhos');2;2
('amiguinhos', 'vc');2;2
('nao', 'mora');2;2
('cu', 'rapidinho');1;1
('rapidinho', 'https://t.co/BLZvkkiaZV');1;1
('ame', 'amanhã');7;7
('amanhã', 'pode');7;7
('ser', 'tarde');7;7
('tarde', '..');7;7
('..', 'poema');7;7
('poema', 'pista');7;7
('pista', 'eita');7;7
('kkk', 'chega');7;7
('chega', 'tropa');7;7
('tropa', '🥰');7;7
('🥰', 'https://t.co/fdOxh0fF1g');7;7
('pessoal', 'chegou');2;2
('chegou', 'agora');2;2
('agora', 'bem-vindos');2;2
('bem-vindos', 'maioria');2;2
('maioria', 'deve');2;2
('ter', 'conhecido');3;3
('conhecido', '#brasilcontraovírus');2;2
('#brasilcontraovírus', 'através');2;2
('queria', 'todo');1;1
('mundo', 'respeitasse');1;1
('respeitasse', 'quarentena');1;1
('tô', 'mt');1;1
('mt', 'triste');1;1
('27º', 'dia');1;1
('quarentena', 'https://t.co/nLadMkTuh7');1;1
('quarentena', 'https://t.co/EsrSWljCMC');10;10
('#resumãonm', 'vitor');2;2
('kley', 'mostra');2;2
('mostra', 'amor');2;2
('amor', 'segredo');2;2
('segredo', 'novo');2;2
('vídeo', 'feito');2;2
('feito', 'quarentena');2;2
('quarentena', 'https://t.co/idFlPPkpZt');2;2
('19', 'https://t.co/asntmcyPFy');1;1
('https://t.co/asntmcyPFy', 'via');1;1
('ter', 'amigas');1;1
('ando', 'usar');1;1
('lembrando', 'arrependimento');1;1
('arrependimento', 'cura');1;1
('corona', 'amores');1;1
('qd', 'acabar');1;1
('lembrando', 'caxias');1;1
('caxias', 'última');1;1
('última', 'cidade');1;1
('cidade', 'impor');1;1
('restritivas', 'tornou');1;1
('tornou', 'segundo');1;1
('segundo', 'município');1;1
('município', 'rio');1;1
('rio', 'casos');1;1
('chegou', 'brasil');1;1
('brasil', 'primeiro');1;1
('primeiro', 'lote');1;1
('lote', '1');1;1
('milhão', 'equipamentos');1;1
('saúde', 'insumos');1;1
('bao', 'quarentena');1;1
('monte', 'show');1;1
('show', 'graça');1;1
('mil', 'policiais');4;4
('policiais', 'afastados');4;4
('afastados', 'atividades');4;4
('atividades', 'sp');4;4
('sp', 'infectados');4;4
('infectados', 'casos');4;4
('seca', 'nessa');2;2
('loucura', 'completa');1;1
('completa', 'vídeo');1;1
('quarentena', 'via');1;1
('via', ':@');1;1
('rússia', 'aponta');1;1
('aponta', 'lotação');1;1
('lotação', 'hospitais');1;1
('hospitais', 'moscou');1;1
('moscou', 'mortos');1;1
('coronavírus', 'https://t.co/R6A8RXZplG');1;1
('podia', 'continuar');1;1
('continuar', 'lives');2;2
('lives', 'dps');1;1
('esquerdistas', 'coerentes');1;1
('coerentes', 'vez');1;1
('vida', 'assinem');1;1
('assinem', 'vossas');1;1
('vossas', 'declarações');1;1
('declarações', '...');1;1
('...', '#bolsonarotinharazao');1;1
('#bolsonarotinharazao', 'https://t.co/LlmjI2utta');1;1
('jornalista', 'esquerdista');1;1
('esquerdista', 'rosane');1;1
('rosane', 'oliveira');1;1
('oliveira', 'grupo');1;1
('grupo', 'rbs');1;1
('rbs', 'rio');1;1
('sul', 'diz');1;1
('cloroquina', 'mantra');1;1
('mantra', 'grupo');1;1
('grupo', 'bo');1;1
('idosos', 'saindo');1;1
('escondido', 'quarentena');1;1
('quarentena', 'https://t.co/OskvsbbCvM');1;1
('brasileiros', 'desenvolvido');3;3
('desenvolvido', 'teste');3;3
('teste', 'coronavirus');3;3
('coronavirus', 'levaria');3;3
('levaria', '3h');3;3
('3h', 'pra');3;3
('dar', 'resultados');3;3
('resultados', 'https');3;3
('vc', 've');1;1
('ve', 'quarentena');1;1
('ta', 'viciando');1;1
('viciando', 'jogos');1;1
('jogos', 'histórico');1;1
('histórico', 'partidas');1;1
('partidas', 'vitorias');1;1
('vitorias', 'frag');1;1
('frag', 'alto');1;1
('continuo', 'fazendo');1;1
('coisas', 'sempre');1;1
('cabimento', 'congresso');1;1
('dar', 'presente');1;1
('presente', 't');1;1
('vc', 'continuar');1;1
('continuar', 'saindo');1;1
('mostra', 'indiferença');1;1
('indiferença', 'risco');1;1
('risco', 'pessoas');1;1
('morrerem', 'quanto');1;1
('quanto', 'egoista');1;1
('egoista', '🥳');1;1
('aguenta', '😩');1;1
('bts', 'vai');1;1
('quebrar', 'fácil');1;1
('fácil', 'record');1;1
('record', 'marilia');1;1
('marilia', 'mendonça');1;1
('mendonça', 'live');1;1
('live', 'assistida');1;1
('assistida', 'mundo');1;1
('mundo', 'youtube');1;1
('youtube', 'plataforma');1;1
('plataforma', 'lute');1;1
('lute', 'p');1;1
('acaba', 'pf');1;1
('passam', 'meio');1;1
('milhão', 'eua');1;1
('eua', 'trump');1;1
('trump', 'enfrenta');1;1
('enfrenta', 'maior');1;1
('maior', 'decisão');1;1
('decisão', 'sobre');1;1
('sobre', 'retomar');1;1
('retomar', 'atividades');1;1
('atividades', 'https://t.co/W…');1;1
('atenção', 'prorrogação');1;1
('quarentena', 'seguintes');1;1
('seguintes', 'atividades');1;1
('atividades', 'sc');1;1
('sc', '30');1;1
('30', 'abril');1;1
('abril', 'transporte');1;1
('coletivo', 'shoppings');1;1
('shoppings', 'cent');1;1
('consegue', 'estar');1;1
('namorado', 'nesta');1;1
('senti', 'tanta');1;1
('tanta', 'inveja');1;1
('inveja', 'algo');1;1
('algo', 'fds');1;1
('pessoa', 'corona');1;1
('corona', 'devia');1;1
('devia', 'atacar');1;1
('q', 'chaeyoung');1;1
('chaeyoung', 'tomou');1;1
('tomou', 'banho');1;1
('banho', 'nessa');1;1
('desculpa', 'alcool');1;1
('gritos', 'doria');7;7
('doria', 'bandeira');7;7
('bandeira', 'jamais');7;7
('jamais', 'vermelha');7;7
('vermelha', 'grupo');7;7
('grupo', 'protestou');7;7
('protestou', 'contra');7;7
('restritivas', 'i');7;7
('itália', 'https://t.co/CpxTB8qdK5');1;1
('ai', 'amor');1;1
('deus', 'espera');1;1
('espera', 'passa');1;1
('faze', 'manifestacao');1;1
('manifestacao', 'centro');1;1
('centro', 'n');1;1
('n', 'fica');1;1
('quebrando', 'panel');1;1
('bebendo', 'vinagre');1;1
('vinagre', 'quarentena');1;1
('quarentena', 'padrinho');1;1
('padrinho', 'gosto');1;1
('anedotas', '2020');1;1
('2020', 'português');1;1
('português', 'chinês');1;1
('chinês', 'americano');1;1
('americano', 'entram');1;1
('entram', 'bar');1;1
('bar', '...');1;1
('...', 'presos');1;1
('presos', 'cumprirem');1;1
('cumprirem', 'regras');1;1
('regras', 'd');1;1
('cara', 'raiva');3;3
('raiva', 'sinto');3;3
('sinto', 'vejo');3;3
('pessoas', 'dando');3;3
('amigos', 'saindo');3;3
('fazendo', 'jantinha');3;3
('jantinha', '...');3;3
('coronga', 'vai');1;1
('embora', 'deu');1;1
('deu', 'marquei');1;1
('marquei', 'todos');1;1
('✌', '😍');1;1
('lima', 'inventou');1;1
('inventou', 'live');1;1
('show', 'youtube');1;1
('youtube', 'quarentena');1;1
('vida', 'todinho');1;1
('lombriga', 'comemorando');1;1
('comemorando', 'tanto');1;1
('tanto', 'besteira');1;1
('besteira', 'ando');1;1
('ando', 'comendo');1;1
('quarentena', 'https://t.co/a4DPP60mTt');1;1
('ratos', 'ratazanas');3;3
('ratazanas', 'sempre');3;3
('sempre', 'primeiros');3;3
('primeiros', 'pular');3;3
('pular', 'navio');3;3
('navio', 'afundando');3;3
('procurando', 'aqui');1;1
('aqui', 'ideias');1;1
('ideias', 'pra');1;1
('quarentena', 'beleza');1;1
('porque', 'brasileiros');1;1
('brasileiros', 'querem');1;1
('querem', 'imitar');1;1
('imitar', 'nova');1;1
('york', 'tudo');1;1
('tudo', 'acreditam');1;1
('acreditam', 'ensinamentos');1;1
('ensinamentos', 'passando');1;1
('passando', 'mundo');1;1
('chinês', 'número');2;2
('casos', 'diários');2;2
('diários', 'despenca');2;2
('despenca', 'https://t.co/1LYy9veJNO');2;2
('https://t.co/1LYy9veJNO', '#viruschines');2;2
('#viruschines', '#covid19brasil');2;2
('#covid19brasil', '#covid');2;2
('preciso', 'rumo');1;1
('rumo', 'nessa');1;1
('pq', 'únicas');1;1
('únicas', 'coisas');1;1
('fazendo', 'dormir');1;1
('dormir', 'comer');2;2
('filho', 'acho');2;2
('acho', 'amanhã');2;2
('amanhã', 'coelho');2;2
('coelho', 'vem');2;2
('vem', 'quarentena');2;2
('...', 'pai');2;2
('pai', 'torce');2;2
('contra', '🤷');2;2
('🤷', '\u200d');2;2
('dia', '192792');4;4
('192792', '#bbb20');4;4
('#bbb20', 'https://t.co/7Uhdh8ievE');4;4
('sempre', 'vai');1;1
('ser', 'pagode');1;1
('pagode', 'favorito');1;1
('obrigando', 'fazer');1;1
('merda', 'fiz');1;1
('fiz', 'franjinha');1;1
('franjinha', 'cabelo');1;1
('cabelo', 'espero');1;1
('espero', 'arrepender');1;1
('penso', 'comida');2;2
('🤔', '🤣');2;2
('hobby', 'quarentena');1;1
('dar', 'treino');1;1
('treino', 'sopas');1;1
('dia', 'escondi');2;2
('escondi', 'dentro');2;2
('dentro', 'bau');2;2
('bau', 'cama');2;2
('cama', 'pra');3;3
('pra', 'assustar');2;2
('assustar', 'irmã');2;2
('irmã', 'https://t.co/J4rDIWe21M');2;2
('olha', 'pessoal');1;1
('pessoal', 'carga');1;1
('roubada', 'dentro');1;1
('dentro', 'aeroporto');1;1
('cumbica', 'certeza');1;1
('certeza', 'deve');1;1
('ter', 'politicos');1;1
('politicos', 'envolvidos');1;1
